id;nombre;direccion;telefono;horario;SQL
347;Jaloo;3154 Butterfield Circle;6742297397;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (347, 'Jaloo', '3154 Butterfield Circle', '6742297397', '09:00 - 17:00');"
348;Zoomdog;3223 Sauthoff Plaza;6992949223;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (348, 'Zoomdog', '3223 Sauthoff Plaza', '6992949223', '11:00 - 19:00');"
349;Realcube;18 Ilene Parkway;9091557657;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (349, 'Realcube', '18 Ilene Parkway', '9091557657', '06:00 - 14:00');"
350;Twitterlist;2347 Sugar Alley;4552471282;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (350, 'Twitterlist', '2347 Sugar Alley', '4552471282', '12:00 - 20:00');"
351;Nlounge;5 Helena Alley;7011621366;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (351, 'Nlounge', '5 Helena Alley', '7011621366', '09:00 - 17:00');"
352;Skiba;213 Darwin Park;3972758386;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (352, 'Skiba', '213 Darwin Park', '3972758386', '07:00 - 15:00');"
353;Browsebug;43643 Scott Trail;9329832297;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (353, 'Browsebug', '43643 Scott Trail', '9329832297', '08:00 - 16:00');"
354;Fatz;99 Stone Corner Street;5174924804;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (354, 'Fatz', '99 Stone Corner Street', '5174924804', '06:00 - 14:00');"
355;Vinder;5698 Westridge Crossing;5042067555;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (355, 'Vinder', '5698 Westridge Crossing', '5042067555', '11:00 - 19:00');"
356;Jaloo;58 Anderson Pass;3536257544;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (356, 'Jaloo', '58 Anderson Pass', '3536257544', '09:00 - 17:00');"
357;Kayveo;33542 Norway Maple Center;8267223602;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (357, 'Kayveo', '33542 Norway Maple Center', '8267223602', '09:00 - 17:00');"
358;Digitube;501 Roxbury Junction;2234826222;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (358, 'Digitube', '501 Roxbury Junction', '2234826222', '07:00 - 15:00');"
359;Digitube;71 Gulseth Trail;4735741281;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (359, 'Digitube', '71 Gulseth Trail', '4735741281', '08:00 - 16:00');"
360;Centizu;036 Elka Park;5206759727;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (360, 'Centizu', '036 Elka Park', '5206759727', '12:00 - 20:00');"
361;Gabtype;93242 Dovetail Alley;3619824359;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (361, 'Gabtype', '93242 Dovetail Alley', '3619824359', '07:00 - 15:00');"
362;Gabtune;8536 Green Parkway;7788550853;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (362, 'Gabtune', '8536 Green Parkway', '7788550853', '13:00 - 21:00');"
363;Skiptube;6851 Cascade Trail;7282303404;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (363, 'Skiptube', '6851 Cascade Trail', '7282303404', '08:00 - 16:00');"
364;Yozio;4 Kenwood Avenue;7256371244;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (364, 'Yozio', '4 Kenwood Avenue', '7256371244', '11:00 - 19:00');"
365;Jazzy;360 Village Green Court;4933096209;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (365, 'Jazzy', '360 Village Green Court', '4933096209', '08:00 - 16:00');"
366;Demivee;18727 High Crossing Road;2469620227;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (366, 'Demivee', '18727 High Crossing Road', '2469620227', '07:00 - 15:00');"
367;Fivebridge;7035 Coleman Crossing;6434431765;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (367, 'Fivebridge', '7035 Coleman Crossing', '6434431765', '10:00 - 18:00');"
368;Babbleset;331 Miller Junction;1115879693;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (368, 'Babbleset', '331 Miller Junction', '1115879693', '10:00 - 18:00');"
369;Thoughtmix;891 Warbler Pass;7424776233;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (369, 'Thoughtmix', '891 Warbler Pass', '7424776233', '08:00 - 16:00');"
370;Edgeclub;212 Heffernan Plaza;4111104256;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (370, 'Edgeclub', '212 Heffernan Plaza', '4111104256', '13:00 - 21:00');"
371;Kanoodle;25 Cherokee Trail;4589724282;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (371, 'Kanoodle', '25 Cherokee Trail', '4589724282', '13:00 - 21:00');"
372;Meedoo;858 Emmet Place;1263955856;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (372, 'Meedoo', '858 Emmet Place', '1263955856', '11:00 - 19:00');"
373;Photofeed;59627 Novick Place;5465808364;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (373, 'Photofeed', '59627 Novick Place', '5465808364', '10:00 - 18:00');"
374;Tambee;4 Forest Run Avenue;3123770366;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (374, 'Tambee', '4 Forest Run Avenue', '3123770366', '06:00 - 14:00');"
375;Katz;9621 Milwaukee Park;5219525755;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (375, 'Katz', '9621 Milwaukee Park', '5219525755', '08:00 - 16:00');"
376;Twiyo;5527 Straubel Circle;1818038814;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (376, 'Twiyo', '5527 Straubel Circle', '1818038814', '13:00 - 21:00');"
377;Zava;3076 Mariners Cove Lane;9165891016;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (377, 'Zava', '3076 Mariners Cove Lane', '9165891016', '08:00 - 16:00');"
378;JumpXS;2 Fordem Trail;9535496596;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (378, 'JumpXS', '2 Fordem Trail', '9535496596', '06:00 - 14:00');"
379;Wikivu;96621 Packers Place;9766362777;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (379, 'Wikivu', '96621 Packers Place', '9766362777', '08:00 - 16:00');"
380;Dynazzy;647 Harper Alley;8889525033;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (380, 'Dynazzy', '647 Harper Alley', '8889525033', '10:00 - 18:00');"
381;Twiyo;0 Sachs Hill;9156565063;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (381, 'Twiyo', '0 Sachs Hill', '9156565063', '07:00 - 15:00');"
382;Innotype;8735 Sommers Avenue;6413955253;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (382, 'Innotype', '8735 Sommers Avenue', '6413955253', '07:00 - 15:00');"
383;Npath;142 Spohn Park;6693268505;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (383, 'Npath', '142 Spohn Park', '6693268505', '11:00 - 19:00');"
384;Devpoint;309 Cordelia Hill;3418996930;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (384, 'Devpoint', '309 Cordelia Hill', '3418996930', '11:00 - 19:00');"
385;Skippad;4629 Towne Pass;2925742663;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (385, 'Skippad', '4629 Towne Pass', '2925742663', '12:00 - 20:00');"
386;Mudo;97861 Lien Hill;4715079904;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (386, 'Mudo', '97861 Lien Hill', '4715079904', '07:00 - 15:00');"
387;Plajo;764 Lindbergh Hill;8018476689;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (387, 'Plajo', '764 Lindbergh Hill', '8018476689', '08:00 - 16:00');"
388;Wikizz;7 Eastwood Junction;6749905477;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (388, 'Wikizz', '7 Eastwood Junction', '6749905477', '12:00 - 20:00');"
389;Mydeo;4 Merchant Center;9518015422;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (389, 'Mydeo', '4 Merchant Center', '9518015422', '08:00 - 16:00');"
390;Voonix;276 Hayes Parkway;1084677774;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (390, 'Voonix', '276 Hayes Parkway', '1084677774', '08:00 - 16:00');"
391;Brainverse;544 Magdeline Trail;8661045217;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (391, 'Brainverse', '544 Magdeline Trail', '8661045217', '10:00 - 18:00');"
392;Linktype;956 Starling Center;4938936707;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (392, 'Linktype', '956 Starling Center', '4938936707', '08:00 - 16:00');"
393;Flipstorm;8 Fieldstone Terrace;5715752035;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (393, 'Flipstorm', '8 Fieldstone Terrace', '5715752035', '13:00 - 21:00');"
394;Thoughtbeat;4063 East Terrace;5522742760;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (394, 'Thoughtbeat', '4063 East Terrace', '5522742760', '06:00 - 14:00');"
395;Leexo;34230 Maple Wood Avenue;1327539826;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (395, 'Leexo', '34230 Maple Wood Avenue', '1327539826', '08:00 - 16:00');"
396;Janyx;64 Sachtjen Park;3093001944;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (396, 'Janyx', '64 Sachtjen Park', '3093001944', '12:00 - 20:00');"
397;Ooba;684 Mayfield Terrace;6128529631;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (397, 'Ooba', '684 Mayfield Terrace', '6128529631', '08:00 - 16:00');"
398;Riffwire;45 Division Crossing;9729181931;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (398, 'Riffwire', '45 Division Crossing', '9729181931', '10:00 - 18:00');"
399;Eabox;769 Bonner Pass;6593948603;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (399, 'Eabox', '769 Bonner Pass', '6593948603', '06:00 - 14:00');"
400;Trudoo;21 Granby Road;5347012701;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (400, 'Trudoo', '21 Granby Road', '5347012701', '12:00 - 20:00');"
401;Skyndu;35210 Briar Crest Avenue;1963168696;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (401, 'Skyndu', '35210 Briar Crest Avenue', '1963168696', '09:00 - 17:00');"
402;Skibox;753 Evergreen Pass;2771769845;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (402, 'Skibox', '753 Evergreen Pass', '2771769845', '11:00 - 19:00');"
403;Roodel;9544 Declaration Avenue;3389756283;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (403, 'Roodel', '9544 Declaration Avenue', '3389756283', '08:00 - 16:00');"
404;Bluejam;40187 Donald Circle;3264735714;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (404, 'Bluejam', '40187 Donald Circle', '3264735714', '07:00 - 15:00');"
405;Lazz;10 Rusk Center;9514956891;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (405, 'Lazz', '10 Rusk Center', '9514956891', '12:00 - 20:00');"
406;Photojam;0440 Bunker Hill Place;2827760526;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (406, 'Photojam', '0440 Bunker Hill Place', '2827760526', '08:00 - 16:00');"
407;Gigazoom;79 Surrey Hill;3233606448;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (407, 'Gigazoom', '79 Surrey Hill', '3233606448', '10:00 - 18:00');"
408;Edgeblab;27378 Sommers Place;3463942522;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (408, 'Edgeblab', '27378 Sommers Place', '3463942522', '12:00 - 20:00');"
409;Lazz;46561 Rigney Point;7494760369;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (409, 'Lazz', '46561 Rigney Point', '7494760369', '11:00 - 19:00');"
410;Tekfly;48 American Ash Court;9349664967;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (410, 'Tekfly', '48 American Ash Court', '9349664967', '12:00 - 20:00');"
411;Aimbo;9239 American Drive;7587662942;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (411, 'Aimbo', '9239 American Drive', '7587662942', '06:00 - 14:00');"
412;Innotype;98 Roxbury Park;1235361730;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (412, 'Innotype', '98 Roxbury Park', '1235361730', '08:00 - 16:00');"
413;Leexo;02 Nelson Trail;4213003890;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (413, 'Leexo', '02 Nelson Trail', '4213003890', '06:00 - 14:00');"
414;Ooba;95 Kennedy Pass;7243887051;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (414, 'Ooba', '95 Kennedy Pass', '7243887051', '12:00 - 20:00');"
415;Voonix;60 Thompson Center;6397590352;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (415, 'Voonix', '60 Thompson Center', '6397590352', '06:00 - 14:00');"
416;Rhybox;65 Arizona Crossing;5144025660;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (416, 'Rhybox', '65 Arizona Crossing', '5144025660', '06:00 - 14:00');"
417;Yata;43 Gateway Trail;9496896360;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (417, 'Yata', '43 Gateway Trail', '9496896360', '09:00 - 17:00');"
418;Camido;380 7th Junction;5994810176;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (418, 'Camido', '380 7th Junction', '5994810176', '13:00 - 21:00');"
419;Skimia;95 Aberg Avenue;4109856987;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (419, 'Skimia', '95 Aberg Avenue', '4109856987', '13:00 - 21:00');"
420;Skiba;8 Transport Crossing;9995048814;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (420, 'Skiba', '8 Transport Crossing', '9995048814', '10:00 - 18:00');"
421;Jaxnation;21 Jenifer Court;5912091552;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (421, 'Jaxnation', '21 Jenifer Court', '5912091552', '10:00 - 18:00');"
422;Agivu;07 Esker Trail;4143749595;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (422, 'Agivu', '07 Esker Trail', '4143749595', '08:00 - 16:00');"
423;Zooxo;9 Miller Crossing;1753070567;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (423, 'Zooxo', '9 Miller Crossing', '1753070567', '11:00 - 19:00');"
424;Pixope;3 Corben Center;2696942035;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (424, 'Pixope', '3 Corben Center', '2696942035', '09:00 - 17:00');"
425;Einti;63 Hanson Road;5909258482;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (425, 'Einti', '63 Hanson Road', '5909258482', '13:00 - 21:00');"
426;Aimbo;790 Oxford Terrace;2541501134;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (426, 'Aimbo', '790 Oxford Terrace', '2541501134', '08:00 - 16:00');"
427;Eidel;85618 Carpenter Alley;2698763708;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (427, 'Eidel', '85618 Carpenter Alley', '2698763708', '07:00 - 15:00');"
428;Nlounge;76344 Northridge Place;1532871222;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (428, 'Nlounge', '76344 Northridge Place', '1532871222', '09:00 - 17:00');"
429;Quaxo;62 Dixon Parkway;1039427937;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (429, 'Quaxo', '62 Dixon Parkway', '1039427937', '06:00 - 14:00');"
430;Avaveo;528 Riverside Street;5128182267;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (430, 'Avaveo', '528 Riverside Street', '5128182267', '13:00 - 21:00');"
431;Aibox;53 Nova Road;7012601816;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (431, 'Aibox', '53 Nova Road', '7012601816', '06:00 - 14:00');"
432;Leenti;73919 Kenwood Parkway;9126997419;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (432, 'Leenti', '73919 Kenwood Parkway', '9126997419', '08:00 - 16:00');"
433;Blogtag;6593 Delladonna Center;8123888106;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (433, 'Blogtag', '6593 Delladonna Center', '8123888106', '09:00 - 17:00');"
434;Gabtype;6850 Sage Avenue;5107989334;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (434, 'Gabtype', '6850 Sage Avenue', '5107989334', '11:00 - 19:00');"
435;Riffpath;034 Florence Center;4035881190;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (435, 'Riffpath', '034 Florence Center', '4035881190', '13:00 - 21:00');"
436;Tambee;98 Dunning Place;4309748228;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (436, 'Tambee', '98 Dunning Place', '4309748228', '09:00 - 17:00');"
437;Dazzlesphere;2 Banding Drive;6105756608;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (437, 'Dazzlesphere', '2 Banding Drive', '6105756608', '13:00 - 21:00');"
